Participant,Test,Features,m_CA,StdDev_CA,,,,,,,,,,
3,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.916666667,0.006141898,,,,,,,,,,
3,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.857117192,0.011305053,,,,,,,,,,
4,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.92037037,0.006141898,,,,,,,,,,
4,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.87962963,0.03115297,,,,,,,,,,
5,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.932692308,0.022010621,,,,,,,,,,
5,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.944444444,0.025925926,,,,,,,,,,
6,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.881481481,0.047140452,,,,,,,,,,
6,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.824074074,0.016037507,,,,,,,,,,
7,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.846296296,0.008072035,,,,,,,,,,
7,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.888888889,0.01385799,,,,,,,,,,
8,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.903703704,0.034346735,,,,,,,,,,
8,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.859259259,0.01385799,,,,,,,,,,
9,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.912838585,0.031072282,,,,,,,,,,
9,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.901520177,0.019040822,,,,,,,,,,
10,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.920232172,0.019117081,,,,,,,,,,
10,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.927515202,0.006076356,,,,,,,,,,
11,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.869688426,0.042070633,,,,,,,,,,
11,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.833369218,0.017477585,,,,,,,,,,
12,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.821876727,0.014054196,,,,,,,,,,
12,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.908029947,0.005673141,,,,,,,,,,
13,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.867938087,0.036955638,,,,,,,,,,
13,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.818159204,0.035060271,,,,,,,,,,
14,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.87962963,0.02305537,,,,,,,,,,
14,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.77962963,0.042025206,,,,,,,,,,
15,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.794016031,0.035193736,,,,,,,,,,
15,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.77962963,0.05351179,,,,,,,,,,
16,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.886415146,0.014249021,,,,,,,,,,
16,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.871268657,0.011037462,,,,,,,,,,
17,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.757407407,0.032021512,,,,,,,,,,
17,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.734660033,0.04686121,,,,,,,,,,
18,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.798148148,0.024776089,,,,,,,,,,
18,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.813212007,0.029789279,,,,,,,,,,
19,1,"['RMS', 'WL', 'WAMP', 'AR1']",0.931481481,0.018425693,,,,,,,,,,
19,2,"['RMS', 'WL', 'WAMP', 'AR1']",0.890740741,0.012143405,,,,,,,,
1,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.892592593,0.039717797,,,,,,,,,,
1,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.972222222,0.009622504,,,,,,,,,,
2,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.801478718,0.042046613,,,,,,,,,,
2,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.840740741,0.013353894,,,,,,,,,,
3,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.918518519,0.010475656,,,,,,,,,,
3,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.866390271,0.017612551,,,,,,,,,,
4,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.92037037,0.02305537,,,,,,,,,,
4,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.887037037,0.033281853,,,,,,,,,,
5,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.940384615,0.006378125,,,,,,,,,,
5,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.948148148,0.025119741,,,,,,,,,,
6,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.898148148,0.02305537,,,,,,,,,,
6,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.833333333,0.02696337,,,,,,,,,,
7,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.85,0.031590226,,,,,,,,,,
7,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.894444444,0.035282516,,,,,,,,,,
8,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.898148148,0.042673032,,,,,,,,,,
8,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.864814815,0.042993284,,,,,,,,,,
9,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.916542289,0.027827399,,,,,,,,,,
9,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.914524599,0.019965589,,,,,,,,,,
10,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.925815368,0.011573032,,,,,,,,,,
10,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.897775014,0.008052314,,,,,,,,,,
11,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.871454204,0.014179146,,,,,,,,,,
11,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.780311885,0.037575282,,,,,,,,,,
12,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.827418463,0.017310764,,,,,,,,,,
12,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.910011744,0.017214124,,,,,,,,,,
13,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.849378109,0.029781192,,,,,,,,,,
13,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.795950802,0.050524447,,,,,,,,,,
14,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.866666667,0.039544734,,,,,,,,,,
14,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.772222222,0.057467114,,,,,,,,,,
15,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.781094527,0.024680644,,,,,,,,,,
15,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.748148148,0.061083046,,,,,,,,,,
16,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.86777225,0.014427702,,,,,,,,,,
16,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.830223881,0.016997078,,,,,,,,,,
17,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.777777778,0.040908745,,,,,,,,,,
17,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.706826976,0.048945092,,,,,,,,,,
18,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.792592593,0.027216553,,,,,,,,,,
18,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.773524721,0.037736311,,,,,,,,,,
19,1,"['WL', 'WAMP', 'AR1', 'AR3']",0.925925926,0.016563466,,,,,,,,,,
19,2,"['WL', 'WAMP', 'AR1', 'AR3']",0.896296296,0.027216553,,,,,,,,
1,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.894444444,0.021195413,,,,,,,,,,
1,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.972222222,0.008072035,,,,,,,,,,
2,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.816224433,0.044791157,,,,,,,,,,
2,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.842592593,0.013224867,,,,,,,,,,
3,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.931481481,0.008072035,,,,,,,,,,
3,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.864524599,0.020160658,,,,,,,,,,
4,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.927777778,0.013224867,,,,,,,,,,
4,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.875925926,0.029802735,,,,,,,,,,
5,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.942307692,0.011538462,,,,,,,,,,
5,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.937037037,0.023715275,,,,,,,,,,
6,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.898148148,0.028867513,,,,,,,,,,
6,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.840740741,0.016972503,,,,,,,,,,
7,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.837037037,0.01737191,,,,,,,,,,
7,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.907407407,0.029860214,,,,,,,,,,
8,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.896296296,0.031860464,,,,,,,,,,
8,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.851851852,0.036664796,,,,,,,,,,
9,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.920259812,0.024123685,,,,,,,,,,
9,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.920107794,0.020543902,,,,,,,,,,
10,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.929532891,0.015153921,,,,,,,,,,
10,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.897733554,0.017114235,,,,,,,,,,
11,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.879044201,0.018351631,,,,,,,,,,
11,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.823511319,0.007230914,,,,,,,,,,
12,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.873825318,0.017482968,,,,,,,,,,
12,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.917689372,0.017972818,,,,,,,,,,
13,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.873548922,0.030966039,,,,,,,,,,
13,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.795881703,0.044159114,,,,,,,,,,
14,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.881481481,0.01385799,,,,,,,,,,
14,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.764814815,0.037175666,,,,,,,,,,
15,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.803344389,0.034908111,,,,,,,,,,
15,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.8,0.045360921,,,,,,,,,,
16,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.880804312,0.021831222,,,,,,,,,,
16,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.817164179,0.022074925,,,,,,,,,,
17,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.792592593,0.02618914,,,,,,,,,,
17,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.727252626,0.035431742,,,,,,,,,,
18,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.824074074,0.024216105,,,,,,,,,,
18,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.824589884,0.025323368,,,,,,,,,,
19,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.931481481,0.010955703,,,,,,,,,,
19,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3']",0.901851852,0.021833011,,,,,,,,
1,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.898148148,0.021195413,,,,,,,,,,
1,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.968518519,0.006141898,,,,,,,,,,
2,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.833029298,0.021866297,,,,,,,,,,
2,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.846296296,0.015158061,,,,,,,,,,
3,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.911111111,0.030541523,,,,,,,,,,
3,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.868242123,0.01137848,,,,,,,,,,
4,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.918518519,0.011712139,,,,,,,,,,
4,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.87962963,0.027900961,,,,,,,,,,
5,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.936538462,0.014771434,,,,,,,,,,
5,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.933333333,0.022831163,,,,,,,,,,
6,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.87962963,0.042993284,,,,,,,,,,
6,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.827777778,0.024216105,,,,,,,,,,
7,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.82037037,0.020538031,,,,,,,,,,
7,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.898148148,0.029338851,,,,,,,,,,
8,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.894444444,0.036804828,,,,,,,,,,
8,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.864814815,0.018425693,,,,,,,,,,
9,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.910945274,0.026190715,,,,,,,,,,
9,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.923825318,0.014122013,,,,,,,,,,
10,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.923991155,0.022336406,,,,,,,,,,
10,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.894043671,0.006282565,,,,,,,,,,
11,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.873405104,0.042082395,,,,,,,,,,
11,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.827432948,0.01683922,,,,,,,,,,
12,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.847857933,0.028968347,,,,,,,,,,
12,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.90618027,0.023703953,,,,,,,,,,
13,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.875359315,0.040904475,,,,,,,,,,
13,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.807006633,0.051763633,,,,,,,,,,
14,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.87962963,0.009622504,,,,,,,,,,
14,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.766666667,0.028448688,,,,,,,,,,
15,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.816293532,0.0233325,,,,,,,,,,
15,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.805555556,0.053254829,,,,,,,,,,
16,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.877059149,0.012668218,,,,,,,,,,
16,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.843283582,0.027419661,,,,,,,,,,
17,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.788888889,0.034940671,,,,,,,,,,
17,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.758747927,0.037687302,,,,,,,,,,
18,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.824074074,0.02245251,,,,,,,,,,
18,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.809481089,0.015773319,,,,,,,,,,
19,1,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.92962963,0.01614407,,,,,,,,,,
19,2,"['RMS', 'LOGVAR', 'WAMP', 'AR1', 'AR3']",0.887037037,0.028867513,,,,,,,,
1,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.894444444,0.019155705,,,,,,,,,,
1,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.938888889,0.009622504,,,,,,,,,,
2,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.769900498,0.051795031,,,,,,,,,,
2,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.82037037,0.012143405,,,,,,,,,,
3,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.888888889,0.040908745,,,,,,,,,,
3,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.810793256,0.035556305,,,,,,,,,,
4,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.907407407,0.018518519,,,,,,,,,,
4,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.866666667,0.030541523,,,,,,,,,,
5,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.930769231,0.019611614,,,,,,,,,,
5,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.925925926,0.027216553,,,,,,,,,,
6,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.864814815,0.026384827,,,,,,,,,,
6,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.837037037,0.009072184,,,,,,,,,,
7,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.787037037,0.014224344,,,,,,,,,,
7,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.890740741,0.028388351,,,,,,,,,,
8,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.883333333,0.030709489,,,,,,,,,,
8,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.837037037,0.031860464,,,,,,,,,,
9,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.899834163,0.029799826,,,,,,,,,,
9,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.884825871,0.024653684,,,,,,,,,,
10,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.881274185,0.015619585,,,,,,,,,,
10,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.899640685,0.003344389,,,,,,,,,,
11,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.8828036,0.006440011,,,,,,,,,,
11,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.817575049,0.037376487,,,,,,,,,,
12,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.881205086,0.023192029,,,,,,,,,,
12,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.911978861,0.029111189,,,,,,,,,,
13,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.869831399,0.017471423,,,,,,,,,,
13,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.790367606,0.035190393,,,,,,,,,,
14,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.888888889,0.007407407,,,,,,,,,,
14,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.714814815,0.030765274,,,,,,,,,,
15,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.769997236,0.028788646,,,,,,,,,,
15,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.790740741,0.043940039,,,,,,,,,,
16,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.897609176,0.020514653,,,,,,,,,,
16,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.845149254,0.028600205,,,,,,,,,,
17,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.803703704,0.036851387,,,,,,,,,,
17,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.697553897,0.044176858,,,,,,,,,,
18,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.807407407,0.036664796,,,,,,,,,,
18,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.786768057,0.029537276,,,,,,,,,,
19,1,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.927777778,0.014224344,,,,,,,,,,
19,2,"['RMS', 'WL', 'WAMP', 'AR2', 'AR3']",0.87962963,0.034891562,,,,,,,,
1,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.907407407,0.030765274,,,,,,,,,,
1,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.955555556,0.01385799,,,,,,,,,,
2,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.816224433,0.056686689,,,,,,,,,,
2,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.842592593,0.018425693,,,,,,,,,,
3,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.925925926,0.011712139,,,,,,,,,,
3,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.857103372,0.025030352,,,,,,,,,,
4,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.92962963,0.015270762,,,,,,,,,,
4,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.881481481,0.022222222,,,,,,,,,,
5,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.928846154,0.017520065,,,,,,,,,,
5,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.931481481,0.027404905,,,,,,,,,,
6,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.892592593,0.019945055,,,,,,,,,,
6,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.864814815,0.008072035,,,,,,,,,,
7,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.82037037,0.014224344,,,,,,,,,,
7,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.894444444,0.02305537,,,,,,,,,,
8,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.887037037,0.026384827,,,,,,,,,,
8,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.857407407,0.041697519,,,,,,,,,,
9,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.916542289,0.024693219,,,,,,,,,,
9,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.923811498,0.009522016,,,,,,,,,,
10,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.936926479,0.012251912,,,,,,,,,,
10,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.892164179,0.011405698,,,,,,,,,,
11,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.890322397,0.012821415,,,,,,,,,,
11,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.831354577,0.025279923,,,,,,,,,,
12,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.860807076,0.020898008,,,,,,,,,,
12,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.927290076,0.02426299,,,,,,,,,,
13,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.894029851,0.022091512,,,,,,,,,,
13,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.773562742,0.03860509,,,,,,,,,,
14,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.898148148,0.025323693,,,,,,,,,,
14,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.759259259,0.052509063,,,,,,,,,,
15,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.799682145,0.027379606,,,,,,,,,,
15,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.8,0.035136418,,,,,,,,,,
16,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.884618574,0.024555255,,,,,,,,,,
16,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.824626866,0.031880611,,,,,,,,,,
17,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.796296296,0.016972503,,,,,,,,,,
17,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.717951907,0.014771248,,,,,,,,,,
18,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.82962963,0.020286021,,,,,,,,,,
18,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.83203748,0.023132358,,,,,,,,,,
19,1,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.927777778,0.017665541,,,,,,,,,,
19,2,"['RMS', 'WAMP', 'AR1', 'AR2', 'AR3', 'AR4']",0.907407407,0.018518519,,,,,,,,
1,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.896296296,0.045360921,,,,,,,,,,
1,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.97037037,0.01385799,,,,,,,,,,
2,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.836705362,0.03025735,,,,,,,,,,
2,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.861111111,0.013224867,,,,,,,,,,
3,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.925925926,0.007407407,,,,,,,,,,
3,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.862672747,0.023946099,,,,,,,,,,
4,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.933333333,0.011712139,,,,,,,,,,
4,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.888888889,0.025119741,,,,,,,,,,
5,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.942307692,0.013867505,,,,,,,,,,
5,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.951851852,0.021911407,,,,,,,,,,
6,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.903703704,0.035136418,,,,,,,,,,
6,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.846296296,0.013224867,,,,,,,,,,
7,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.840740741,0.013353894,,,,,,,,,,
7,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.905555556,0.029338851,,,,,,,,,,
8,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.9,0.038311409,,,,,,,,,,
8,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.862962963,0.036477251,,,,,,,,,,
