Filename,Lag,Error
A_220923_132051,-0.1705,0.055
A_220923_132106,-0.2485,0.112
B_220923_131825,-0.412,0.066
B_220923_131809,-0.756,0.0365
C_220923_133429,-0.4135,0.0945
C_220923_133415,-0.243,0.0995
D_220923_132254,-0.299,0.0415
D_220923_132308,-1.0,0.4455
E_220923_132833,-0.9195,0.0215
E_220923_132819,-0.3545,0.0555
F_220923_131945,-0.535,0.048
F_220923_131930,-0.624,0.0555
G_220923_132333,-0.216,0.0905
G_220923_132349,-0.2455,0.076
H_220923_131905,-0.617,0.0815
H_220923_131850,-0.6455,0.084
I_220923_133037,-0.268,0.282
I_220923_133023,-0.175,0.061
J_220923_133509,-0.9635,0.0555
J_220923_133454,-0.3385,0.2715
K_220923_133159,-0.7825,0.047
K_220923_133144,-0.578,0.0625
L_220923_132700,-0.335,0.0355
L_220923_132715,-0.112,0.041
M_220923_132553,-0.8765,0.5495
M_220923_132539,-0.0975,0.0685
N_220923_132456,-0.2245,0.064
N_220923_132511,-0.8465,0.04
O_220923_133307,-0.763,0.105
O_220923_133240,-0.268,0.096
P_220923_132132,-0.849,0.202
P_220923_132148,-0.52,0.143
Q_220923_132958,-0.6675,0.157
Q_220923_132943,-0.493,0.276
R_220923_132754,-0.2975,0.035
R_220923_132739,-0.7855,0.0495
S_220923_131742,-0.1975,0.0325
S_220923_131726,-0.287,0.0465
T_220923_132216,-0.71,0.0395
T_220923_132230,-0.679,0.046
U_220923_132415,-0.949,0.078
U_220923_132430,-0.8245,0.116
V_220923_132026,-0.9,0.0615
V_220923_132011,-0.746,0.082
W_220923_132635,-0.93,0.037
W_220923_132620,-0.356,0.0425
X_220923_133118,-0.772,0.1605
X_220923_133103,-0.701,0.14
Y_220923_133348,-0.7445,0.074
Y_220923_133333,-0.876,0.252
Z_220923_132902,-0.1885,0.0455
Z_220923_132917,-0.487,0.032
