2022-11-04 09:38:26,550 - 't'
2022-11-04 09:38:26,671 - 'e'
2022-11-04 09:38:26,900 - 's'
2022-11-04 09:38:26,980 - 't'
2022-11-04 09:43:07,259 - 't'
2022-11-04 09:43:07,589 - 'e'
2022-11-04 09:43:07,747 - 's'
2022-11-04 09:43:07,930 - 't'
2022-11-04 09:43:08,272 - '2'
2022-11-04 10:00:24,447 - 't'
2022-11-04 10:00:24,647 - 'e'
2022-11-04 10:00:24,817 - 's'
2022-11-04 10:00:25,967 - '3'
2022-11-04 10:18:22,099 - Key.space
2022-11-04 10:18:22,479 - Key.space
2022-11-04 10:18:22,819 - Key.space
2022-11-04 10:18:23,119 - Key.space
2022-11-04 10:18:23,449 - Key.space
2022-11-04 10:18:24,150 - 'j'
2022-11-04 10:18:24,919 - 'j'
2022-11-04 10:18:25,669 - 'j'
2022-11-04 10:18:30,535 - Key.space
2022-11-04 10:18:30,887 - Key.space
2022-11-04 10:18:31,219 - Key.space
2022-11-04 10:18:31,539 - Key.space
2022-11-04 10:18:31,879 - Key.space
2022-11-04 10:18:32,918 - 'j'
2022-11-04 10:18:33,669 - 'j'
2022-11-04 10:18:34,457 - 'j'
2022-11-04 10:18:35,273 - 'j'
2022-11-04 10:18:36,056 - 'j'
2022-11-04 10:18:36,866 - 'j'
2022-11-04 10:18:37,656 - 'j'
2022-11-04 10:18:38,395 - 'j'
2022-11-04 10:18:39,205 - 'j'
2022-11-04 10:18:40,026 - 'j'
2022-11-04 10:19:19,198 - Key.space
2022-11-04 10:19:19,468 - Key.space
2022-11-04 10:19:19,688 - Key.space
2022-11-04 10:19:19,911 - Key.space
2022-11-04 10:19:20,181 - Key.space
2022-11-04 10:19:21,002 - 'j'
2022-11-04 10:19:21,786 - 'j'
2022-11-04 10:19:22,507 - 'j'
2022-11-04 10:19:23,237 - 'j'
2022-11-04 10:19:24,077 - 'j'
2022-11-04 10:19:24,866 - 'j'
2022-11-04 10:19:25,656 - 'j'
2022-11-04 10:19:26,479 - 'j'
2022-11-04 10:19:27,299 - 'j'
2022-11-04 10:19:28,048 - 'j'
2022-11-04 10:19:34,707 - Key.space
2022-11-04 10:19:34,923 - Key.space
2022-11-04 10:19:35,193 - Key.space
2022-11-04 10:19:35,393 - Key.space
2022-11-04 10:19:35,643 - Key.space
2022-11-04 10:19:36,230 - 'j'
2022-11-04 10:19:36,951 - 'j'
2022-11-04 10:19:37,720 - 'j'
2022-11-04 10:19:38,489 - 'j'
2022-11-04 10:19:39,263 - 'j'
2022-11-04 10:19:40,054 - 'j'
2022-11-04 10:19:40,896 - 'j'
2022-11-04 10:19:41,695 - 'j'
2022-11-04 10:19:42,455 - 'j'
2022-11-04 10:19:43,245 - 'j'
2022-11-04 10:19:59,563 - Key.space
2022-11-04 10:19:59,813 - Key.space
