Python 3.10.7 (tags/v3.10.7:6cc6b13, Sep  5 2022, 14:08:36) [MSC v.1933 64 bit (AMD64)] on win32
Type "help", "copyright", "credits" or "license()" for more information.

= RESTART: C:\Users\t117159uhn\OneDrive - UHN\Documents\Python Logs CPU 2\KeyloggerV2.py
2022-09-23 12:48:20,650 - 't'
2022-09-23 12:48:20,827 - 'e'
2022-09-23 12:48:21,034 - 's'
2022-09-23 12:48:21,233 - 't'
2022-09-23 13:16:43,108 - 's'
2022-09-23 13:16:43,541 - 's'
2022-09-23 13:16:43,948 - 's'
2022-09-23 13:16:44,396 - 's'
2022-09-23 13:16:44,833 - 's'
2022-09-23 13:16:50,326 - Key.space
2022-09-23 13:16:50,582 - Key.space
2022-09-23 13:16:50,806 - Key.space
2022-09-23 13:16:51,071 - Key.space
2022-09-23 13:16:51,334 - Key.space
2022-09-23 13:16:52,153 - 's'
2022-09-23 13:16:52,945 - 's'
2022-09-23 13:16:53,877 - 's'
2022-09-23 13:16:54,743 - 's'
2022-09-23 13:16:55,535 - 's'
2022-09-23 13:16:56,470 - 's'
2022-09-23 13:17:06,312 - Key.space
2022-09-23 13:17:06,688 - Key.space
2022-09-23 13:17:06,904 - Key.space
2022-09-23 13:17:07,096 - Key.space
2022-09-23 13:17:07,312 - Key.space
2022-09-23 13:17:07,488 - Key.space
2022-09-23 13:17:08,335 - 's'
2022-09-23 13:17:09,034 - 's'
2022-09-23 13:17:09,877 - 's'
2022-09-23 13:17:10,669 - 's'
2022-09-23 13:17:11,436 - 's'
2022-09-23 13:17:22,451 - 's'
2022-09-23 13:17:22,923 - 's'
2022-09-23 13:17:23,155 - 's'
2022-09-23 13:17:23,355 - 's'
2022-09-23 13:17:23,571 - 's'
2022-09-23 13:17:23,827 - 's'
2022-09-23 13:17:28,831 - Key.space
2022-09-23 13:17:29,097 - Key.space
2022-09-23 13:17:29,353 - Key.space
2022-09-23 13:17:29,613 - Key.space
2022-09-23 13:17:29,845 - Key.space
2022-09-23 13:17:30,804 - 's'
2022-09-23 13:17:31,460 - 's'
2022-09-23 13:17:32,267 - 's'
2022-09-23 13:17:33,075 - 's'
2022-09-23 13:17:33,853 - 's'
2022-09-23 13:17:34,752 - 's'
2022-09-23 13:17:35,524 - 's'
2022-09-23 13:17:36,301 - 's'
2022-09-23 13:17:37,077 - 's'
2022-09-23 13:17:37,861 - 's'
2022-09-23 13:17:44,000 - Key.space
2022-09-23 13:17:44,296 - Key.space
2022-09-23 13:17:44,596 - Key.space
2022-09-23 13:17:44,900 - Key.space
2022-09-23 13:17:45,187 - Key.space
2022-09-23 13:17:46,746 - 's'
2022-09-23 13:17:47,466 - 's'
2022-09-23 13:17:48,265 - 's'
2022-09-23 13:17:49,142 - 's'
2022-09-23 13:17:49,946 - 's'
2022-09-23 13:17:50,686 - 's'
2022-09-23 13:17:51,487 - 's'
2022-09-23 13:17:52,247 - 's'
2022-09-23 13:17:53,051 - 's'
2022-09-23 13:17:53,819 - 's'
2022-09-23 13:18:04,031 - 'b'
2022-09-23 13:18:04,962 - 'b'
2022-09-23 13:18:05,867 - 'b'
2022-09-23 13:18:06,698 - 'b'
2022-09-23 13:18:07,418 - 'b'
2022-09-23 13:18:12,237 - Key.space
2022-09-23 13:18:12,511 - Key.space
2022-09-23 13:18:12,791 - Key.space
2022-09-23 13:18:13,039 - Key.space
2022-09-23 13:18:13,289 - Key.space
2022-09-23 13:18:14,828 - 'b'
2022-09-23 13:18:15,573 - 'b'
2022-09-23 13:18:16,340 - 'b'
2022-09-23 13:18:17,174 - 'b'
2022-09-23 13:18:17,981 - 'b'
2022-09-23 13:18:18,765 - 'b'
2022-09-23 13:18:19,606 - 'b'
2022-09-23 13:18:20,441 - 'b'
2022-09-23 13:18:21,257 - 'b'
2022-09-23 13:18:21,993 - 'b'
2022-09-23 13:18:26,748 - Key.space
2022-09-23 13:18:27,059 - Key.space
2022-09-23 13:18:27,331 - Key.space
2022-09-23 13:18:27,597 - Key.space
2022-09-23 13:18:27,845 - Key.space
2022-09-23 13:18:28,085 - Key.space
2022-09-23 13:18:29,185 - 'b'
2022-09-23 13:18:29,883 - 'b'
2022-09-23 13:18:30,707 - 'b'
2022-09-23 13:18:31,466 - 'b'
2022-09-23 13:18:32,274 - 'b'
2022-09-23 13:18:33,121 - 'b'
2022-09-23 13:18:33,947 - 'b'
2022-09-23 13:18:34,797 - 'b'
2022-09-23 13:18:35,523 - 'b'
2022-09-23 13:18:36,283 - 'b'
2022-09-23 13:18:45,191 - 'h'
2022-09-23 13:18:45,759 - 'h'
2022-09-23 13:18:46,318 - 'h'
2022-09-23 13:18:46,846 - 'h'
2022-09-23 13:18:47,342 - 'h'
