Python 3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)] on win32
Type "help", "copyright", "credits" or "license()" for more information.

= RESTART: C:\Users\t117159uhn\OneDrive - UHN\Documents\Python Logs CPU 2\Keylogger Temp.py
 2022-11-24 14:28:13,708 - 't'
 2022-11-24 14:28:13,938 - 'e'
 2022-11-24 14:28:14,068 - 's'
 2022-11-24 14:28:14,258 - 't'
 2022-11-24 14:39:51,342 - 't'
 2022-11-24 14:39:51,482 - 'e'
 2022-11-24 14:39:51,612 - 's'
 2022-11-24 14:39:51,792 - 't'
 2022-11-24 14:39:52,291 - '2'
 2022-11-24 14:40:15,540 - 't'
 2022-11-24 14:40:15,720 - 'e'
 2022-11-24 14:40:15,930 - 's'
 2022-11-24 14:40:16,100 - 't'
 2022-11-24 14:40:16,469 - '3'
 2022-11-24 15:02:33,225 - Key.space
 2022-11-24 15:02:34,909 - Key.space
 2022-11-24 15:02:35,309 - Key.space
 2022-11-24 15:02:35,698 - Key.space
 2022-11-24 15:02:36,098 - Key.space
 2022-11-24 15:02:36,808 - Key.space
 2022-11-24 15:02:37,932 - 'f'
 2022-11-24 15:02:38,192 - 'f'
 2022-11-24 15:02:38,531 - 'f'
 2022-11-24 15:02:38,831 - 'f'
 2022-11-24 15:02:39,231 - 'f'
 2022-11-24 15:02:39,611 - 'f'
 2022-11-24 15:02:39,970 - 'f'
 2022-11-24 15:02:40,312 - 'f'
 2022-11-24 15:02:40,682 - 'f'
 2022-11-24 15:02:41,042 - 'f'
 2022-11-24 15:02:58,868 - Key.space
 2022-11-24 15:02:59,208 - Key.space
 2022-11-24 15:02:59,518 - Key.space
 2022-11-24 15:02:59,877 - Key.space
 2022-11-24 15:03:00,177 - Key.space
 2022-11-24 15:03:00,947 - 'f'
 2022-11-24 15:03:01,736 - 'f'
 2022-11-24 15:03:02,540 - 'f'
 2022-11-24 15:03:03,300 - 'f'
 2022-11-24 15:03:04,119 - 'f'
 2022-11-24 15:03:04,924 - 'f'
 2022-11-24 15:03:05,648 - 'f'
 2022-11-24 15:03:06,488 - 'f'
 2022-11-24 15:03:07,321 - 'f'
 2022-11-24 15:03:08,092 - 'f'
 2022-11-24 15:03:18,857 - Key.space
 2022-11-24 15:03:19,197 - Key.space
 2022-11-24 15:03:19,526 - Key.space
 2022-11-24 15:03:19,929 - Key.space
 2022-11-24 15:03:20,279 - Key.space
 2022-11-24 15:03:21,121 - 'f'
 2022-11-24 15:03:21,827 - 'f'
 2022-11-24 15:03:22,601 - 'f'
 2022-11-24 15:03:23,380 - 'f'
 2022-11-24 15:03:24,170 - 'f'
 2022-11-24 15:03:24,929 - 'f'
 2022-11-24 15:03:25,709 - 'f'
 2022-11-24 15:03:26,500 - 'f'
 2022-11-24 15:03:27,371 - 'f'
 2022-11-24 15:03:28,187 - 'f'
 2022-11-24 15:03:40,334 - Key.space
 2022-11-24 15:03:40,674 - Key.space
 2022-11-24 15:03:40,996 - Key.space
 2022-11-24 15:03:41,319 - Key.space
 2022-11-24 15:03:41,670 - Key.space
 2022-11-24 15:03:42,584 - 'f'
 2022-11-24 15:03:43,329 - 'f'
 2022-11-24 15:03:44,168 - 'f'
 2022-11-24 15:03:44,922 - 'f'
 2022-11-24 15:03:45,752 - 'f'
 2022-11-24 15:03:46,575 - 'f'
 2022-11-24 15:03:47,340 - 'f'
 2022-11-24 15:03:48,163 - 'f'
 2022-11-24 15:03:48,939 - 'f'
 2022-11-24 15:03:49,660 - 'f'
 2022-11-24 15:04:08,433 - Key.space
