Filename,Lag,Error
A_221129_155449,-0.208,0.695
A_221129_155434,-0.451,0.229
B_221129_161234,-0.685,0.5205
B_221129_161249,-0.0025,0.7295
C_221129_155409,-0.225,0.1165
C_221129_155354,-0.382,0.397
D_221129_155206,-0.622,0.363
D_221129_155150,0.641,0.708
E_221129_161354,-0.5325,0.0855
E_221129_161409,-0.189,0.09
F_221129_155247,-0.381,0.658
F_221129_155231,0.1385,0.4735
G_221129_155514,0.5885,0.9885
G_221129_155551,-0.5755,0.127
H_221129_160233,-0.3245,0.4405
H_221129_160254,0.443,0.9525
I_221129_160945,-0.191,0.4185
I_221129_161000,-0.3815,0.7025
J_221129_160159,-0.4905,1.31
J_221129_160144,0.3675,0.9915
K_221129_155719,-0.484,0.2225
K_221129_155743,-0.806,0.6035
L_221129_160058,-0.3665,0.198
L_221129_160115,-0.2765,0.226
M_221129_155026,-0.775,0.918
M_221129_154917,0.5915,0.926
N_221129_161152,-0.5565,0.765
N_221129_161208,-0.2045,1.323
O_221129_160920,-0.655,0.2415
O_221129_160904,-0.3935,0.715
P_221129_161108,0.194,0.9535
P_221129_161124,-0.368,0.764
Q_221129_161316,-0.2745,0.5125
Q_221129_161331,-0.4475,0.283
R_221129_155634,0.446,1.3635
R_221129_155617,-0.8195,0.3165
S_221129_155330,-0.422,0.1645
S_221129_155313,-0.591,0.1315
T_221129_160026,-0.6465,0.086
T_221129_155902,-0.321,0.245
U_221129_155831,-0.149,0.643
U_221129_155811,0.1675,0.461
V_221129_155101,-0.601,0.22
V_221129_155119,0.032,0.681
W_221129_161448,-0.5315,0.2235
W_221129_161433,-0.9095,0.1075
X_221129_161042,-0.929,0.3615
X_221129_161025,-0.1615,0.4775
Y_221129_154616,-0.8525,0.2895
Y_221129_154637,-0.844,0.323
Z_221129_160838,-0.569,1.1195
Z_221129_160822,-0.6275,1.064
