2022-11-03 14:24:58,783 - 't'
2022-11-03 14:24:59,658 - 'e'
2022-11-03 14:24:59,858 - 's'
2022-11-03 14:25:00,038 - 't'
2022-11-03 14:48:09,976 - 'a'
2022-11-03 14:48:11,986 - 'a'
2022-11-03 14:48:56,975 - 'x'
2022-11-03 14:48:58,210 - 'x'
2022-11-03 14:48:58,925 - 'x'
2022-11-03 14:48:59,675 - 'x'
2022-11-03 14:49:00,445 - 'x'
2022-11-03 14:49:01,195 - 'x'
2022-11-03 14:49:02,015 - 'x'
2022-11-03 14:49:02,835 - 'x'
2022-11-03 14:49:03,645 - 'x'
2022-11-03 14:49:04,455 - 'x'
2022-11-03 14:49:05,205 - 'x'
2022-11-03 14:49:06,110 - 'x'
2022-11-03 14:49:16,785 - Key.space
2022-11-03 14:49:17,435 - Key.space
2022-11-03 14:49:17,969 - Key.space
2022-11-03 14:49:18,475 - Key.space
2022-11-03 14:49:18,985 - Key.space
2022-11-03 14:49:19,825 - 'x'
2022-11-03 14:49:20,445 - 'x'
2022-11-03 14:49:21,145 - 'x'
2022-11-03 14:49:21,964 - 'x'
2022-11-03 14:49:22,759 - 'x'
2022-11-03 14:49:23,599 - 'x'
2022-11-03 14:49:24,365 - 'x'
2022-11-03 14:49:25,139 - 'x'
2022-11-03 14:49:25,935 - 'x'
2022-11-03 14:49:26,735 - 'x'
2022-11-03 14:49:35,400 - Key.space
2022-11-03 14:49:35,824 - Key.space
2022-11-03 14:49:36,235 - Key.space
2022-11-03 14:49:36,644 - Key.space
2022-11-03 14:49:37,054 - Key.space
2022-11-03 14:49:38,745 - 'x'
2022-11-03 14:49:39,585 - 'x'
2022-11-03 14:49:40,394 - 'x'
2022-11-03 14:49:41,194 - 'x'
2022-11-03 14:49:41,974 - 'x'
2022-11-03 14:49:42,724 - 'x'
2022-11-03 14:49:43,555 - 'x'
2022-11-03 14:49:44,384 - 'x'
2022-11-03 14:49:45,228 - 'x'
2022-11-03 14:49:45,944 - 'x'
2022-11-03 14:51:47,561 - Key.space
2022-11-03 14:51:47,961 - Key.space
2022-11-03 14:51:48,441 - Key.space
2022-11-03 14:51:48,821 - Key.space
2022-11-03 14:51:49,202 - Key.space
2022-11-03 14:51:50,701 - 'x'
2022-11-03 14:51:51,591 - 'x'
2022-11-03 14:51:52,371 - 'x'
2022-11-03 14:51:53,161 - 'x'
2022-11-03 14:51:53,991 - 'x'
2022-11-03 14:51:54,801 - 'x'
2022-11-03 14:51:55,616 - 'x'
2022-11-03 14:51:56,391 - 'x'
2022-11-03 14:51:57,211 - 'x'
2022-11-03 14:51:57,976 - 'x'
2022-11-03 14:52:30,059 - Key.space
2022-11-03 14:52:30,639 - Key.space
2022-11-03 14:52:31,139 - Key.space
2022-11-03 14:52:31,549 - Key.space
2022-11-03 14:52:32,029 - Key.space
2022-11-03 14:52:33,909 - 'x'
2022-11-03 14:52:34,729 - 'x'
2022-11-03 14:52:35,539 - 'x'
2022-11-03 14:52:36,359 - 'x'
2022-11-03 14:52:37,209 - 'x'
2022-11-03 14:52:37,979 - 'x'
2022-11-03 14:52:38,759 - 'x'
