Filename,Lag,Error
A_220916_124835,-1.0,0.194
A_220916_124910,-0.8515,0.2495
C_220916_125539,-0.313,0.059
C_220916_125557,-0.4385,0.0955
D_220916_130101,-0.8995,0.1025
D_220916_130118,-0.359,0.2185
E_220916_125845,-0.466,0.1245
E_220916_125902,-0.841,0.4875
F_220916_125401,-0.291,0.507
F_220916_125420,-0.712,0.0855
G_220916_125221,-0.795,0.3245
G_220916_125242,-0.1935,0.1145
H_220916_124610,-0.801,0.0435
H_220916_124628,-0.8,0.066
I_220916_124807,-0.6235,0.1525
I_220916_124749,-0.1915,0.1545
J_220916_124943,-0.2235,0.118
J_220916_125000,-0.708,0.1385
K_220916_125626,-0.4945,0.169
K_220916_125644,-0.1735,0.0535
L_220916_130035,0.022,0.0965
L_220916_130018,-0.464,0.1945
M_220916_124449,-0.6565,0.084
M_220916_124431,-0.1925,0.049
N_220916_124718,-0.9205,0.0755
N_220916_124701,-0.5045,0.0995
O_220916_125714,-0.4295,0.161
O_220916_125731,-0.4075,0.0655
P_220916_124330,-0.5935,0.1625
P_220916_124356,-1.0,0.181
Q_220916_125933,-0.207,0.1895
Q_220916_125950,-0.7205,0.166
R_220916_124128,-0.9135,0.1445
R_220916_124156,-0.9955,0.1075
S_220916_130249,-0.11,0.124
S_220916_130231,-0.9055,0.1045
T_220916_125050,-0.3335,0.1665
T_220916_125032,-0.3585,0.204
U_220916_124231,-0.287,0.1195
U_220916_124251,-0.925,0.3905
V_220916_125759,-0.852,0.1295
V_220916_125817,-0.16,0.078
W_220916_125452,-0.117,0.195
W_220916_125509,-0.7495,0.0935
X_220916_124540,-0.9135,0.23
X_220916_124522,-0.7885,0.1475
Y_220916_125314,-0.1125,0.0925
Y_220916_125332,-0.9235,0.1225
Z_220916_125119,-0.9185,0.1515
Z_220916_125139,-0.135,0.1995
