Filename,Lag,Error
A_221103_101709,-0.142,0.3125
A_221103_101651,-0.162,0.6185
B_221103_095153,-0.873,1.0535
B_221103_095134,-0.8055,1.0775
C_221103_101815,-0.729,0.3905
C_221103_101834,-0.5555,0.12
D_221103_095039,-0.2155,0.106
D_221103_094959,-0.95,0.1105
E_221103_100232,-0.952,0.131
E_221103_100248,-0.7925,0.3385
F_221103_101125,0.211,0.828
F_221103_101141,-0.6295,0.651
G_221103_100917,-0.157,1.3575
G_221103_100950,-0.3545,0.323
H_221103_095934,-0.734,0.1905
H_221103_095918,-0.449,0.1345
I_221103_100417,-0.151,0.5835
I_221103_100434,-0.7105,0.195
J_221103_095501,-0.261,0.601
J_221103_095443,-0.4045,0.707
K_221103_095822,-0.065,0.2445
K_221103_095843,-0.9305,0.064
L_221103_101257,-0.323,0.0735
L_221103_101219,-0.889,0.054
M_221103_095626,-0.877,0.3065
M_221103_095706,-0.6675,0.5785
N_221103_100734,-0.099,0.3
O_221103_101028,-0.458,0.1995
O_221103_101043,-0.606,0.0935
P_221103_100545,-0.6845,0.15
P_221103_100513,-0.2225,0.172
Q_221103_101531,-0.2645,0.1645
Q_221103_101439,-0.557,0.137
R_221103_100319,-0.9825,1.1375
R_221103_100335,-0.8145,0.908
S_221103_100155,-0.5805,0.1535
S_221103_100034,-0.2205,0.2755
T_221103_095241,-0.357,1.194
T_221103_095259,-0.0965,0.7365
U_221103_100623,-0.59,0.179
U_221103_100658,-0.341,0.1315
V_221103_101403,-0.366,0.0365
V_221103_101349,-0.778,0.084
W_221103_101619,-0.215,0.225
W_221103_101603,-0.645,0.424
X_221103_094914,0.4275,0.6395
X_221103_094847,-0.4895,0.6655
Y_221103_100841,-0.441,0.0915
Y_221103_100823,-0.89,0.046
Z_221103_095358,0.6155,1.129
Z_221103_095339,0.495,1.0245
